FromTime,ToTime,AverageSpeed,NumberOfVehicle,Date,Day
23:35,23:40:00,22.64,5,2023-02-07,Tuesday
00:30,00:35:00,20.65,5,2023-02-07,Tuesday
00:40,00:45:00,34.23,8,2023-02-07,Tuesday
00:45,00:50:00,30.9,7,2023-02-07,Tuesday
00:50,00:55:00,25.12,9,2023-02-07,Tuesday
00:55,01:00:00,28.4,5,2023-02-07,Tuesday
01:00,01:05:00,26.59,6,2023-02-07,Tuesday
01:05,01:10:00,14.57,5,2023-02-07,Tuesday
01:10,01:15:00,27.4,8,2023-02-07,Tuesday
01:15,01:20:00,22.56,4,2023-02-07,Tuesday
01:20,01:25:00,31.09,11,2023-02-07,Tuesday
01:25,01:30:00,25.59,8,2023-02-07,Tuesday
00:35,00:40:00,24.12,9,2023-02-07,Tuesday
23:30,23:35:00,14.47,16,2023-02-07,Tuesday
23:25,23:30:00,14.2,14,2023-02-07,Tuesday
23:20,23:25:00,18.63,17,2023-02-07,Tuesday
21:20,21:25:00,4.48,16,2023-02-07,Tuesday
21:25,21:30:00,7.09,11,2023-02-07,Tuesday
21:30,21:35:00,6.74,21,2023-02-07,Tuesday
21:35,21:40:00,6.72,12,2023-02-07,Tuesday
21:40,21:45:00,7.78,23,2023-02-07,Tuesday
21:45,21:50:00,12.5,12,2023-02-07,Tuesday
21:50,21:55:00,11.15,12,2023-02-07,Tuesday
21:55,22:00:00,14.73,9,2023-02-07,Tuesday
22:00,22:05:00,16.8,7,2023-02-07,Tuesday
22:05,22:10:00,19.84,14,2023-02-07,Tuesday
22:15,22:20:00,20.65,13,2023-02-07,Tuesday
22:20,22:25:00,19.13,13,2023-02-07,Tuesday
22:25,22:30:00,11.85,15,2023-02-07,Tuesday
22:30,22:35:00,17.65,14,2023-02-07,Tuesday
22:35,22:40:00,14.2,7,2023-02-07,Tuesday
22:40,22:45:00,21.35,10,2023-02-07,Tuesday
22:45,22:50:00,11.03,14,2023-02-07,Tuesday
22:50,22:55:00,18.87,11,2023-02-07,Tuesday
22:55,23:00:00,10.15,6,2023-02-07,Tuesday
23:00,23:05:00,16.36,19,2023-02-07,Tuesday
23:05,23:10:00,12.76,10,2023-02-07,Tuesday
23:10,23:15:00,14.61,12,2023-02-07,Tuesday
23:15,23:20:00,16.88,12,2023-02-07,Tuesday
01:30,01:35:00,32.46,7,2023-02-07,Tuesday
01:35,01:40:00,33.05,8,2023-02-07,Tuesday
01:40,01:45:00,28.34,6,2023-02-07,Tuesday
01:45,01:50:00,10.28,5,2023-02-07,Tuesday
04:05,04:10:00,18.22,7,2023-02-07,Tuesday
04:10,04:15:00,21.18,6,2023-02-07,Tuesday
04:15,04:20:00,23.31,6,2023-02-07,Tuesday
04:20,04:25:00,16.38,11,2023-02-07,Tuesday
04:25,04:30:00,24.19,9,2023-02-07,Tuesday
04:30,04:35:00,20.76,10,2023-02-07,Tuesday
04:35,04:40:00,15.7,2,2023-02-07,Tuesday
04:40,04:45:00,25.81,8,2023-02-07,Tuesday
04:45,04:50:00,19.72,8,2023-02-07,Tuesday
04:50,04:55:00,10.35,8,2023-02-07,Tuesday
04:55,05:00:00,20.61,10,2023-02-07,Tuesday
05:00,05:05:00,16.94,7,2023-02-07,Tuesday
05:05,05:10:00,15.82,13,2023-02-07,Tuesday
05:10,05:15:00,23.25,13,2023-02-07,Tuesday
05:15,05:20:00,21.95,9,2023-02-07,Tuesday
05:20,05:25:00,16.82,9,2023-02-07,Tuesday
05:25,05:30:00,19.8,13,2023-02-07,Tuesday
05:30,05:35:00,24.13,16,2023-02-07,Tuesday
05:35,05:40:00,21.33,12,2023-02-07,Tuesday
05:40,05:45:00,19.89,8,2023-02-07,Tuesday
05:45,05:50:00,17.63,11,2023-02-07,Tuesday
05:50,05:55:00,15.66,14,2023-02-07,Tuesday
05:55,06:00:00,13.65,13,2023-02-07,Tuesday
04:00,04:05:00,16.99,7,2023-02-07,Tuesday
21:15,21:20:00,6.1,7,2023-02-07,Tuesday
03:55,04:00:00,33.33,2,2023-02-07,Tuesday
03:45,03:50:00,22.32,4,2023-02-07,Tuesday
01:50,01:55:00,27.68,8,2023-02-07,Tuesday
01:55,02:00:00,20.49,3,2023-02-07,Tuesday
02:00,02:05:00,22.9,8,2023-02-07,Tuesday
02:05,02:10:00,27.94,3,2023-02-07,Tuesday
02:10,02:15:00,16.06,2,2023-02-07,Tuesday
02:15,02:20:00,20.42,4,2023-02-07,Tuesday
02:20,02:25:00,37.88,3,2023-02-07,Tuesday
02:25,02:30:00,21.3,6,2023-02-07,Tuesday
02:30,02:35:00,20.57,5,2023-02-07,Tuesday
02:35,02:40:00,32.51,6,2023-02-07,Tuesday
02:40,02:45:00,21.7,7,2023-02-07,Tuesday
02:45,02:50:00,18.43,10,2023-02-07,Tuesday
02:50,02:55:00,22.97,3,2023-02-07,Tuesday
02:55,03:00:00,31.12,4,2023-02-07,Tuesday
03:00,03:05:00,42.08,4,2023-02-07,Tuesday
03:05,03:10:00,16.31,6,2023-02-07,Tuesday
03:10,03:15:00,41.67,3,2023-02-07,Tuesday
03:15,03:20:00,25.69,2,2023-02-07,Tuesday
03:20,03:25:00,21.57,2,2023-02-07,Tuesday
03:25,03:30:00,19.29,7,2023-02-07,Tuesday
03:30,03:35:00,17.55,7,2023-02-07,Tuesday
03:35,03:40:00,24.5,7,2023-02-07,Tuesday
03:40,03:45:00,31.44,6,2023-02-07,Tuesday
03:50,03:55:00,21.43,8,2023-02-07,Tuesday
06:00,06:05:00,15.99,26,2023-02-07,Tuesday
21:10,21:15:00,5.05,8,2023-02-07,Tuesday
21:00,21:05:00,7.23,10,2023-02-07,Tuesday
14:40,14:45:00,17.2,12,2023-02-07,Tuesday
14:45,14:50:00,12.4,15,2023-02-07,Tuesday
14:50,14:55:00,9.22,12,2023-02-07,Tuesday
14:55,15:00:00,9.24,9,2023-02-07,Tuesday
15:00,15:05:00,15.82,10,2023-02-07,Tuesday
15:05,15:10:00,7.12,13,2023-02-07,Tuesday
15:10,15:15:00,11.37,18,2023-02-07,Tuesday
15:15,15:20:00,13.43,13,2023-02-07,Tuesday
15:20,15:25:00,21.96,13,2023-02-07,Tuesday
15:25,15:30:00,15.81,20,2023-02-07,Tuesday
14:35,14:40:00,16.29,15,2023-02-07,Tuesday
15:30,15:35:00,27.44,11,2023-02-07,Tuesday
15:40,15:45:00,11.81,10,2023-02-07,Tuesday
15:45,15:50:00,4.4,9,2023-02-07,Tuesday
15:50,15:55:00,16.82,14,2023-02-07,Tuesday
15:55,16:00:00,10.8,20,2023-02-07,Tuesday
16:00,16:05:00,10.76,17,2023-02-07,Tuesday
16:05,16:10:00,10.86,13,2023-02-07,Tuesday
16:10,16:15:00,13.48,16,2023-02-07,Tuesday
16:15,16:20:00,14.87,9,2023-02-07,Tuesday
16:20,16:25:00,17.13,13,2023-02-07,Tuesday
16:25,16:30:00,14.51,13,2023-02-07,Tuesday
15:35,15:40:00,17.0,10,2023-02-07,Tuesday
14:30,14:35:00,17.97,10,2023-02-07,Tuesday
14:25,14:30:00,8.59,11,2023-02-07,Tuesday
14:20,14:25:00,12.94,12,2023-02-07,Tuesday
18:00,18:05:00,15.01,7,2023-02-07,Tuesday
12:30,12:35:00,11.23,13,2023-02-07,Tuesday
12:35,12:40:00,8.34,7,2023-02-07,Tuesday
12:40,12:45:00,5.92,11,2023-02-07,Tuesday
12:45,12:50:00,6.62,16,2023-02-07,Tuesday
12:50,12:55:00,8.81,11,2023-02-07,Tuesday
12:55,13:00:00,11.03,19,2023-02-07,Tuesday
